bell_curve_freq,switch_wins_counting_list,stay_wins_counting_list,random_wins_counting_list,exp_index,switch_winning_percentages,stay_winning_percentages,random_winning_percentages,stay_winning_percent.,pie_chart_measures,,,trial
66.1,,,,,,,,,,,,
63.6,,,,,,,,,,,,
68,,,,,,,,,,,,
67.1,,,,,,,,,,,,
66.6,,,,,,,,,,,,
64.8,,,,,,,,,,,,
64.9,,,,,,,,,,,,
66.2,,,,,,,,,,,,
67,,,,,,,,,,,,
68.5,,,,,,,,,,,,
67.6,,,,,,,,,,,,
65.8,,,,,,,,,,,,
66.6,,,,,,,,,,,,
66.7,,,,,,,,,,,,
64.8,,,,,,,,,,,,
65.8,,,,,,,,,,,,
63.3,,,,,,,,,,,,
65.4,,,,,,,,,,,,
66.8,,,,,,,,,,,,
64.3,,,,,,,,,,,,
67.5,,,,,,,,,,,,
64.5,,,,,,,,,,,,
64,,,,,,,,,,,,
68,,,,,,,,,,,,
66.3,,,,,,,,,,,,
67.4,,,,,,,,,,,,
68.5,,,,,,,,,,,,
67.5,,,,,,,,,,,,
67.4,,,,,,,,,,,,
68.6,,,,,,,,,,,,
65.5,,,,,,,,,,,,
65.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
69.7,,,,,,,,,,,,
67.3,,,,,,,,,,,,
67.6,,,,,,,,,,,,
67.3,,,,,,,,,,,,
64.5,,,,,,,,,,,,
67.1,,,,,,,,,,,,
68,,,,,,,,,,,,
65.4,,,,,,,,,,,,
64.2,,,,,,,,,,,,
65.4,,,,,,,,,,,,
69.5,,,,,,,,,,,,
62.7,,,,,,,,,,,,
67.8,,,,,,,,,,,,
68.1,,,,,,,,,,,,
65.7,,,,,,,,,,,,
68.6,,,,,,,,,,,,
64,,,,,,,,,,,,
66.9,,,,,,,,,,,,
69.2,,,,,,,,,,,,
65.9,,,,,,,,,,,,
67.1,,,,,,,,,,,,
63.9,,,,,,,,,,,,
66.7,,,,,,,,,,,,
65.7,,,,,,,,,,,,
69.2,,,,,,,,,,,,
65.6,,,,,,,,,,,,
66.3,,,,,,,,,,,,
66.6,,,,,,,,,,,,
66.9,,,,,,,,,,,,
65.4,,,,,,,,,,,,
67.9,,,,,,,,,,,,
64.2,,,,,,,,,,,,
69.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
68.5,,,,,,,,,,,,
67.5,,,,,,,,,,,,
68.3,,,,,,,,,,,,
65.9,,,,,,,,,,,,
66.5,,,,,,,,,,,,
65.7,,,,,,,,,,,,
65.6,,,,,,,,,,,,
66,,,,,,,,,,,,
66,,,,,,,,,,,,
68.8,,,,,,,,,,,,
64.4,,,,,,,,,,,,
69.4,,,,,,,,,,,,
68,,,,,,,,,,,,
67.7,,,,,,,,,,,,
66.9,,,,,,,,,,,,
65.1,,,,,,,,,,,,
65.3,,,,,,,,,,,,
68.5,,,,,,,,,,,,
69.1,,,,,,,,,,,,
66.1,,,,,,,,,,,,
68.4,,,,,,,,,,,,
67.5,,,,,,,,,,,,
66.3,,,,,,,,,,,,
67.7,,,,,,,,,,,,
66.1,,,,,,,,,,,,
65.8,,,,,,,,,,,,
68.1,,,,,,,,,,,,
66.4,,,,,,,,,,,,
64.4,,,,,,,,,,,,
66.9,,,,,,,,,,,,
63.7,,,,,,,,,,,,
65.4,,,,,,,,,,,,
65.5,,,,,,,,,,,,
66.6,,,,,,,,,,,,
65.9,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66.3,,,,,,,,,,,,
64.7,,,,,,,,,,,,
65.4,,,,,,,,,,,,
64.9,,,,,,,,,,,,
67.2,,,,,,,,,,,,
69.3,,,,,,,,,,,,
66.3,,,,,,,,,,,,
63.9,,,,,,,,,,,,
64.3,,,,,,,,,,,,
69.2,,,,,,,,,,,,
66.2,,,,,,,,,,,,
69.4,,,,,,,,,,,,
66.6,,,,,,,,,,,,
67.4,,,,,,,,,,,,
66.1,,,,,,,,,,,,
67.9,,,,,,,,,,,,
66.3,,,,,,,,,,,,
65.4,,,,,,,,,,,,
65.8,,,,,,,,,,,,
66.2,,,,,,,,,,,,
68.1,,,,,,,,,,,,
68,,,,,,,,,,,,
66.9,,,,,,,,,,,,
67.5,,,,,,,,,,,,
65.5,,,,,,,,,,,,
66.9,,,,,,,,,,,,
65.9,,,,,,,,,,,,
65.3,,,,,,,,,,,,
63.7,,,,,,,,,,,,
66.9,,,,,,,,,,,,
66.8,,,,,,,,,,,,
67.6,,,,,,,,,,,,
66.4,,,,,,,,,,,,
64.5,,,,,,,,,,,,
67.3,,,,,,,,,,,,
65.5,,,,,,,,,,,,
62.9,,,,,,,,,,,,
69.4,,,,,,,,,,,,
67.8,,,,,,,,,,,,
68,,,,,,,,,,,,
67.8,,,,,,,,,,,,
66.3,,,,,,,,,,,,
68.1,,,,,,,,,,,,
65.7,,,,,,,,,,,,
68.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
70.2,,,,,,,,,,,,
66.5,,,,,,,,,,,,
64.7,,,,,,,,,,,,
67.3,,,,,,,,,,,,
63.1,,,,,,,,,,,,
68.8,,,,,,,,,,,,
67.1,,,,,,,,,,,,
67.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
65.8,,,,,,,,,,,,
65.5,,,,,,,,,,,,
67.4,,,,,,,,,,,,
65.5,,,,,,,,,,,,
67,,,,,,,,,,,,
65.6,,,,,,,,,,,,
68,,,,,,,,,,,,
68.4,,,,,,,,,,,,
65.5,,,,,,,,,,,,
64.1,,,,,,,,,,,,
66.4,,,,,,,,,,,,
66.8,,,,,,,,,,,,
67.4,,,,,,,,,,,,
66.7,,,,,,,,,,,,
65.8,,,,,,,,,,,,
66.1,,,,,,,,,,,,
66.3,,,,,,,,,,,,
66.8,,,,,,,,,,,,
66.2,,,,,,,,,,,,
63.9,,,,,,,,,,,,
68.4,,,,,,,,,,,,
67.2,,,,,,,,,,,,
65.4,,,,,,,,,,,,
66.2,,,,,,,,,,,,
70.1,,,,,,,,,,,,
67.9,,,,,,,,,,,,
66.1,,,,,,,,,,,,
63.5,,,,,,,,,,,,
65.6,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66.9,,,,,,,,,,,,
66.8,,,,,,,,,,,,
66.5,,,,,,,,,,,,
65.3,,,,,,,,,,,,
67.7,,,,,,,,,,,,
67.6,,,,,,,,,,,,
64.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
68.2,,,,,,,,,,,,
67.5,,,,,,,,,,,,
66,,,,,,,,,,,,
66.8,,,,,,,,,,,,
68.8,,,,,,,,,,,,
66.1,,,,,,,,,,,,
65.2,,,,,,,,,,,,
65.5,,,,,,,,,,,,
68.4,,,,,,,,,,,,
67.4,,,,,,,,,,,,
66.2,,,,,,,,,,,,
69.1,,,,,,,,,,,,
64.9,,,,,,,,,,,,
69.1,,,,,,,,,,,,
64.2,,,,,,,,,,,,
68.4,,,,,,,,,,,,
63.1,,,,,,,,,,,,
66.6,,,,,,,,,,,,
68.8,,,,,,,,,,,,
66.4,,,,,,,,,,,,
66.2,,,,,,,,,,,,
69,,,,,,,,,,,,
65.3,,,,,,,,,,,,
64.9,,,,,,,,,,,,
65.2,,,,,,,,,,,,
68.2,,,,,,,,,,,,
66.6,,,,,,,,,,,,
66.7,,,,,,,,,,,,
70.1,,,,,,,,,,,,
66.3,,,,,,,,,,,,
67.3,,,,,,,,,,,,
63.8,,,,,,,,,,,,
66,,,,,,,,,,,,
66.8,,,,,,,,,,,,
65.4,,,,,,,,,,,,
68.6,,,,,,,,,,,,
67.8,,,,,,,,,,,,
66.2,,,,,,,,,,,,
63.2,,,,,,,,,,,,
66.5,,,,,,,,,,,,
68.1,,,,,,,,,,,,
67.3,,,,,,,,,,,,
67.5,,,,,,,,,,,,
67.2,,,,,,,,,,,,
64.9,,,,,,,,,,,,
65,,,,,,,,,,,,
64.3,,,,,,,,,,,,
66.7,,,,,,,,,,,,
67.5,,,,,,,,,,,,
64.8,,,,,,,,,,,,
67.5,,,,,,,,,,,,
67.8,,,,,,,,,,,,
68.9,,,,,,,,,,,,
67,,,,,,,,,,,,
66.8,,,,,,,,,,,,
67,,,,,,,,,,,,
67.2,,,,,,,,,,,,
66.9,,,,,,,,,,,,
66.1,,,,,,,,,,,,
66.9,,,,,,,,,,,,
67,,,,,,,,,,,,
66,,,,,,,,,,,,
67.8,,,,,,,,,,,,
65.7,,,,,,,,,,,,
66.4,,,,,,,,,,,,
68.6,,,,,,,,,,,,
65,,,,,,,,,,,,
65.5,,,,,,,,,,,,
65.6,,,,,,,,,,,,
66.4,,,,,,,,,,,,
68.6,,,,,,,,,,,,
67.6,,,,,,,,,,,,
67.8,,,,,,,,,,,,
64.6,,,,,,,,,,,,
66.2,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
67.9,,,,,,,,,,,,
70.3,,,,,,,,,,,,
68.7,,,,,,,,,,,,
67.8,,,,,,,,,,,,
67.5,,,,,,,,,,,,
66,,,,,,,,,,,,
66.2,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66.4,,,,,,,,,,,,
66.7,,,,,,,,,,,,
64.2,,,,,,,,,,,,
67.6,,,,,,,,,,,,
65.9,,,,,,,,,,,,
69.4,,,,,,,,,,,,
67.2,,,,,,,,,,,,
65.8,,,,,,,,,,,,
67.7,,,,,,,,,,,,
64.6,,,,,,,,,,,,
64.3,,,,,,,,,,,,
69.5,,,,,,,,,,,,
66.8,,,,,,,,,,,,
67.5,,,,,,,,,,,,
67.1,,,,,,,,,,,,
66.2,,,,,,,,,,,,
66.4,,,,,,,,,,,,
68,,,,,,,,,,,,
62.1,,,,,,,,,,,,
68.9,,,,,,,,,,,,
66.2,,,,,,,,,,,,
65.9,,,,,,,,,,,,
68.7,,,,,,,,,,,,
69.4,,,,,,,,,,,,
68.6,,,,,,,,,,,,
65.5,,,,,,,,,,,,
65.6,,,,,,,,,,,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
67.1,,,,,,,,,,,,
66.2,,,,,,,,,,,,
68.3,,,,,,,,,,,,
71.3,,,,,,,,,,,,
65.6,,,,,,,,,,,,
64.8,,,,,,,,,,,,
66.2,,,,,,,,,,,,
67.7,,,,,,,,,,,,
65,,,,,,,,,,,,
65.1,,,,,,,,,,,,
68.8,,,,,,,,,,,,
62.4,,,,,,,,,,,,
67,,,,,,,,,,,,
65.8,,,,,,,,,,,,
65.3,,,,,,,,,,,,
67.4,,,,,,,,,,,,
69.2,,,,,,,,,,,,
66.9,,,,,,,,,,,,
65.3,,,,,,,,,,,,
66.9,,,,,,,,,,,,
66.9,,,,,,,,,,,,
65.5,,,,,,,,,,,,
67.3,,,,,,,,,,,,
70.6,,,,,,,,,,,,
66.5,,,,,,,,,,,,
64.8,,,,,,,,,,,,
64.9,,,,,,,,,,,,
63.4,,,,,,,,,,,,
65.4,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66.7,,,,,,,,,,,,
66.2,,,,,,,,,,,,
68.5,,,,,,,,,,,,
67.3,,,,,,,,,,,,
67.5,,,,,,,,,,,,
67.8,,,,,,,,,,,,
66.8,,,,,,,,,,,,
65.6,,,,,,,,,,,,
65.9,,,,,,,,,,,,
62.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
66.5,,,,,,,,,,,,
65.5,,,,,,,,,,,,
67.6,,,,,,,,,,,,
65.7,,,,,,,,,,,,
64.5,,,,,,,,,,,,
63.4,,,,,,,,,,,,
64.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
68.4,,,,,,,,,,,,
66.8,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66.5,,,,,,,,,,,,
63.1,,,,,,,,,,,,
65.8,,,,,,,,,,,,
67.4,,,,,,,,,,,,
67,,,,,,,,,,,,
69.1,,,,,,,,,,,,
66.1,,,,,,,,,,,,
66.2,,,,,,,,,,,,
65.9,,,,,,,,,,,,
67.2,,,,,,,,,,,,
68,,,,,,,,,,,,
62.9,,,,,,,,,,,,
68.5,,,,,,,,,,,,
68.6,,,,,,,,,,,,
65.5,,,,,,,,,,,,
67.4,,,,,,,,,,,,
65.5,,,,,,,,,,,,
68.8,,,,,,,,,,,,
65.8,,,,,,,,,,,,
67.8,,,,,,,,,,,,
67.1,,,,,,,,,,,,
67.3,,,,,,,,,,,,
68.4,,,,,,,,,,,,
67,,,,,,,,,,,,
66,,,,,,,,,,,,
65.6,,,,,,,,,,,,
66.2,,,,,,,,,,,,
67.2,,,,,,,,,,,,
65.5,,,,,,,,,,,,
65.2,,,,,,,,,,,,
66.4,,,,,,,,,,,,
66.9,,,,,,,,,,,,
66.2,,,,,,,,,,,,
65.4,,,,,,,,,,,,
69.3,,,,,,,,,,,,
65.7,,,,,,,,,,,,
67.4,,,,,,,,,,,,
67.3,,,,,,,,,,,,
65.9,,,,,,,,,,,,
70,,,,,,,,,,,,
66.9,,,,,,,,,,,,
67.6,,,,,,,,,,,,
69.7,,,,,,,,,,,,
66.4,,,,,,,,,,,,
65.7,,,,,,,,,,,,
67,,,,,,,,,,,,
67,,,,,,,,,,,,
64.6,,,,,,,,,,,,
66.5,,,,,,,,,,,,
64.8,,,,,,,,,,,,
67,,,,,,,,,,,,
64.6,,,,,,,,,,,,
65.6,,,,,,,,,,,,
67.3,,,,,,,,,,,,
66.3,,,,,,,,,,,,
69.5,,,,,,,,,,,,
67.2,,,,,,,,,,,,
64.8,,,,,,,,,,,,
66.2,,,,,,,,,,,,
64.9,,,,,,,,,,,,
66.7,,,,,,,,,,,,
68.5,,,,,,,,,,,,
66.2,,,,,,,,,,,,
66.9,,,,,,,,,,,,
66.9,,,,,,,,,,,,
68.3,,,,,,,,,,,,
69.9,,,,,,,,,,,,
69.2,,,,,,,,,,,,
67.7,,,,,,,,,,,,
67.3,,,,,,,,,,,,
66.2,,,,,,,,,,,,
68.9,,,,,,,,,,,,
67.3,,,,,,,,,,,,
67.1,,,,,,,,,,,,
66.6,,,,,,,,,,,,
65.7,,,,,,,,,,,,
68.9,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66,,,,,,,,,,,,
66.7,,,,,,,,,,,,
67.4,,,,,,,,,,,,
66.7,,,,,,,,,,,,
66.7,,,,,,,,,,,,
67.3,,,,,,,,,,,,
66.6,,,,,,,,,,,,
66,,,,,,,,,,,,
65.7,,,,,,,,,,,,
67.8,,,,,,,,,,,,
65.8,,,,,,,,,,,,
64.5,,,,,,,,,,,,
66.9,,,,,,,,,,,,
66.4,,,,,,,,,,,,
66.8,,,,,,,,,,,,
65.6,,,,,,,,,,,,
64.6,,,,,,,,,,,,
66.3,,,,,,,,,,,,
68.1,,,,,,,,,,,,
64.4,,,,,,,,,,,,
69.2,,,,,,,,,,,,
65.6,,,,,,,,,,,,
68.1,,,,,,,,,,,,
66.3,,,,,,,,,,,,
65.6,,,,,,,,,,,,
68.2,,,,,,,,,,,,
67.2,,,,,,,,,,,,
67,,,,,,,,,,,,
67.9,,,,,,,,,,,,
65,,,,,,,,,,,,
65.2,,,,,,,,,,,,
67,,,,,,,,,,,,
67.7,,,,,,,,,,,,
67.3,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66.2,,,,,,,,,,,,
67.8,,,,,,,,,,,,
65.9,,,,,,,,,,,,
66.5,,,,,,,,,,,,
65.9,,,,,,,,,,,,
69.6,,,,,,,,,,,,
66.8,,,,,,,,,,,,
67.5,,,,,,,,,,,,
66.2,,,,,,,,,,,,
66.7,,,,,,,,,,,,
64.7,,,,,,,,,,,,
69.9,,,,,,,,,,,,
65.8,,,,,,,,,,,,
66.8,,,,,,,,,,,,
68.6,,,,,,,,,,,,
66.6,,,,,,,,,,,,
68.8,,,,,,,,,,,,
67.9,,,,,,,,,,,,
65.6,,,,,,,,,,,,
64.4,,,,,,,,,,,,
66.6,,,,,,,,,,,,
66.1,,,,,,,,,,,,
64.6,,,,,,,,,,,,
63.9,,,,,,,,,,,,
67.3,,,,,,,,,,,,
66.7,,,,,,,,,,,,
68.5,,,,,,,,,,,,
66.5,,,,,,,,,,,,
65.5,,,,,,,,,,,,
67.1,,,,,,,,,,,,
68.9,,,,,,,,,,,,
65.7,,,,,,,,,,,,
64,,,,,,,,,,,,
68.6,,,,,,,,,,,,
66.6,,,,,,,,,,,,
67.9,,,,,,,,,,,,
66.1,,,,,,,,,,,,
64.9,,,,,,,,,,,,
65.7,,,,,,,,,,,,
68.2,,,,,,,,,,,,
63.1,,,,,,,,,,,,
69,,,,,,,,,,,,
66.2,,,,,,,,,,,,
67.5,,,,,,,,,,,,
65.8,,,,,,,,,,,,
67.8,,,,,,,,,,,,
65.8,,,,,,,,,,,,
66.5,,,,,,,,,,,,
65.4,,,,,,,,,,,,
68.4,,,,,,,,,,,,
67,,,,,,,,,,,,
63.4,,,,,,,,,,,,
66,,,,,,,,,,,,
66.6,,,,,,,,,,,,
69.3,,,,,,,,,,,,
64.5,,,,,,,,,,,,
67.8,,,,,,,,,,,,
67.8,,,,,,,,,,,,
68,,,,,,,,,,,,
64.7,,,,,,,,,,,,
64.8,,,,,,,,,,,,
66.6,,,,,,,,,,,,
66.5,,,,,,,,,,,,
66.9,,,,,,,,,,,,
68.8,,,,,,,,,,,,
67.4,,,,,,,,,,,,
68.8,,,,,,,,,,,,
66.3,,,,,,,,,,,,
63.4,,,,,,,,,,,,
66.9,,,,,,,,,,,,
65.1,,,,,,,,,,,,
66.7,,,,,,,,,,,,
68.5,,,,,,,,,,,,
66.7,,,,,,,,,,,,
67.4,,,,,,,,,,,,
66,,,,,,,,,,,,
66.1,,,,,,,,,,,,
67.2,,,,,,,,,,,,
66.8,,,,,,,,,,,,
67.4,,,,,,,,,,,,
67.1,,,,,,,,,,,,
66.1,,,,,,,,,,,,
67.3,,,,,,,,,,,,
68.1,,,,,,,,,,,,
68,,,,,,,,,,,,
64.9,,,,,,,,,,,,
67.7,,,,,,,,,,,,
68,,,,,,,,,,,,
66,,,,,,,,,,,,
66.6,,,,,,,,,,,,
68,,,,,,,,,,,,
67.3,,,,,,,,,,,,
66.9,,,,,,,,,,,,
67.3,,,,,,,,,,,,
66.3,,,,,,,,,,,,
66.5,,,,,,,,,,,,
66.4,,,,,,,,,,,,
67.2,,,,,,,,,,,,
68,,,,,,,,,,,,
68,,,,,,,,,,,,
65.7,,,,,,,,,,,,
66.6,,,,,,,,,,,,
66.2,,,,,,,,,,,,
65,,,,,,,,,,,,
67.6,,,,,,,,,,,,
66.8,,,,,,,,,,,,
66.8,,,,,,,,,,,,
67.3,,,,,,,,,,,,
66.1,,,,,,,,,,,,
64.7,,,,,,,,,,,,
65.4,,,,,,,,,,,,
69.6,,,,,,,,,,,,
66.1,,,,,,,,,,,,
66.4,,,,,,,,,,,,
67.5,,,,,,,,,,,,
66.6,,,,,,,,,,,,
67.8,,,,,,,,,,,,
65.7,,,,,,,,,,,,
63.7,,,,,,,,,,,,
67.6,,,,,,,,,,,,
67.1,,,,,,,,,,,,
63.5,,,,,,,,,,,,
67.1,,,,,,,,,,,,
67.3,,,,,,,,,,,,
65.5,,,,,,,,,,,,
68.2,,,,,,,,,,,,
68.4,,,,,,,,,,,,
69.1,,,,,,,,,,,,
67,,,,,,,,,,,,
67.2,,,,,,,,,,,,
66.4,,,,,,,,,,,,
67.9,,,,,,,,,,,,
64.7,,,,,,,,,,,,
65.4,,,,,,,,,,,,
65.8,,,,,,,,,,,,
68.1,,,,,,,,,,,,
68.5,,,,,,,,,,,,
